Area_type,Location,Room size,Square_ft,Bathroom,Parking,Balcony,price_old,availability,Age
Super built up  Area,Electronic City Phase II,3,1502,3,Yes,3,50,Ready To Move,2015
Super built up  Area,Shree Ananth Nagar Layout,3,1176,2,Yes,1,45,Ready To Move,2017
Super built up  Area,Hosa Road,2,1063,2,Yes,1,32.8,18-May,2017
Built up  Area,Kammanahalli,2,1100,2,Yes,1,60,Ready To Move,2017
Plot  Area,Kamakshipalya,2,1044,2,Yes,2,85,Ready To Move,2017
Plot  Area,Sarjapur  Road,3,5400,3,Yes,2,700,Ready To Move,2015
Built up  Area,6th Phase JP Nagar,2,1216,2,Yes,2,60,Ready To Move,2017
Super built up  Area,Suddaguntepalya,3,1425,3,Yes,2,55,Ready To Move,2015
Plot  Area,Hongasandra,8,1200,8,Yes,2,150,Ready To Move,2020
Super built up  Area,Hosur Road,2,1345,2,Yes,2,108,Ready To Move,2017
Super built up  Area,Marathahalli,2,1248,2,Yes,1,130,Ready To Move,2017
Plot  Area,Chaitanya Ananya,4,1830,4,Yes,2,325,Ready To Move,2018
Built up  Area,Shankarapuram,2,900,1,Yes,0,130,Ready To Move,2017
Built up  Area,Bellandur,4,3600,4,Yes,,245,Ready To Move,2018
Super built up  Area,Uttarahalli,2,1025,2,Yes,1,35.88,Ready To Move,2017
Plot  Area,Nagashetty Halli,2,840,1,Yes,1,99,Ready To Move,2017
Super built up  Area,Lakshminarayana Pura,3,3050,2,Yes,,90,Ready To Move,2017
Super built up  Area,Kadubeesanahalli,3,1424,2,Yes,2,75,Ready To Move,2017
Built up  Area,EPIP Zone,3,2500,3,Yes,1,268,Ready To Move,2015
Plot  Area,ISRO Layout,6,1200,6,Yes,,230,Ready To Move,2019
Super built up  Area,Byrasandra Extension,2,1285,2,Yes,2,45,18-Aug,2017
Super built up  Area,Babusapalaya,2,1450,2,Yes,1,55.99,Ready To Move,2017
Super built up  Area,Raja Rajeshwari Nagar,2,1160,2,Yes,1,70,18-May,2017
Plot  Area,Yelahanka New Town,3,2700,3,Yes,0,350,Ready To Move,2015
Plot  Area,Gattahalli,3,2000,2,Yes,2,95,18-Apr,2017
Super built up  Area,Uttarahalli,2,1125,2,Yes,1,47.65,Ready To Move,2017
Built up  Area,Old Madras Road,4,3900,4,Yes,2,175,Ready To Move,2018
Built up  Area,Raja Rajeshwari Nagar,2,1133,2,Yes,1,38.37,Ready To Move,2017
Super built up  Area,Arekere,2,1240,2,Yes,2,60,Ready To Move,2017
Super built up  Area,Devanahalli,3,1466,3,Yes,3,77.59,22-Nov,2015
Super built up  Area,Outer Ring Road East,4,3870,4,Yes,2,411,Ready To Move,2018
Super built up  Area,Ramagondanahalli,3,1610,2,Yes,2,115,Ready To Move,2017
Super built up  Area,Sarjapur  Road,3,1220,3,Yes,2,56,Ready To Move,2015
Built up  Area,Kaggadasapura,2,1225,2,Yes,2,48,Ready To Move,2017
Super built up  Area,Akshaya Nagar,2,1300,2,Yes,1,54,Ready To Move,2017
Super built up  Area,Thanisandra,3,1996,4,Yes,1,123,19-May,2018
Super built up  Area,Mallathahalli,3,1320,2,Yes,2,55,Ready To Move,2017
Super built up  Area,Rajaji Nagar,3,1800,3,Yes,2,240,Ready To Move,2015
Super built up  Area,Richmond Town,3,1835,3,Yes,3,175,Ready To Move,2015
Super built up  Area,Sarjapur  Road,3,1435,3,Yes,2,90,Ready To Move,2015
Super built up  Area,Whitefield,3,4097,3,Yes,,400,Ready To Move,2015
Super built up  Area,Rayasandra,3,1601,3,Yes,3,70,Ready To Move,2015
Super built up  Area,Kadubeesanahalli,2,1257,2,Yes,2,93,Ready To Move,2017
Super built up  Area,Iblur Village,4,3596,5,Yes,1,260,Ready To Move,2019
Super built up  Area,Kasavanhalli,2,1309,2,Yes,2,95,Ready To Move,2017
Plot  Area,Yeshwanthpur,2,1362,2,Yes,0,100,Ready To Move,2017
Super built up  Area,Whitefield,2,1115,2,Yes,1,55,Ready To Move,2017
Super built up  Area,Whitefield,3,1870,3,Yes,2,90,Ready To Move,2015
Super built up  Area,manyata pa  ,2,1322,2,Yes,1,61.99,18-Nov,2017
Super built up  Area,Telecom Layout,3,1450,2,Yes,1,65,Ready To Move,2017
Super built up  Area,Banashankari,2,1185,2,Yes,2,67,Ready To Move,2017
Super built up  Area,7th Phase JP Nagar,3,1790,3,Yes,3,120,Ready To Move,2015
Plot  Area,Whitefield,3,3450,4,Yes,2,208,Ready To Move,2018
Super built up  Area,Rachenahalli,2,1050,2,Yes,2,52.5,Ready To Move,2017
Super built up  Area,Budigere,1,722,1,Yes,0,27.375,Ready To Move,2017
Plot  Area,Sarjapur  Road,4,5400,4,Yes,2,750,Ready To Move,2018
Super built up  Area,Devanahalli,1,775,1,Yes,0,39,Ready To Move,2017
Built up  Area,Hoodi,2,1000,2,Yes,2,48,Ready To Move,2017
Super built up  Area,Thanisandra,2,1183,2,Yes,1,77.25,19-Mar,2017
Super built up  Area,Binny Pete,3,1282,3,Yes,2,178,20-Dec,2015
Super built up  Area,Alur,1,425,1,Yes,1,15,Ready To Move,2017
Built up  Area,Nelamangala,2,820,2,Yes,2,30,Ready To Move,2017
Super built up  Area,Richmond Town,4,2230,4,Yes,,792,Ready To Move,2018
Built up  Area,Hebbal,2,1200,2,Yes,2,52,Ready To Move,2017
Super built up  Area,Ramagondanahalli,2,1151,2,Yes,2,43.6,18-Jun,2017
Super built up  Area,Hulimavu,3,1320,2,Yes,2,59,Ready To Move,2017
Carpet  Area,Bikasipura,3,1450,3,Yes,2,68,18-Apr,2015
Super built up  Area,Poorna Pragna Layout,3,1270,2,Yes,3,50.79,Ready To Move,2017
Super built up  Area,Hegde Nagar,3,1847,3,Yes,2,123,Ready To Move,2015
Super built up  Area,Devanahalli,1,1020,2,Yes,1,49.87,18-May,2017
Super built up  Area,Somasundara Palya,3,1650,3,Yes,,95,Ready To Move,2015
Super built up  Area,Richmond Town,4,2380,4,Yes,3,242,Ready To Move,2018
Built up  Area,Electronic City,3,2400,2,Yes,,78,Ready To Move,2017
Super built up  Area,Begur Road,2,1160,2,Yes,2,44,Ready To Move,2017
Super built up  Area,Haralur Road,4,2805,4,Yes,3,154,18-Aug,2018
Super built up  Area,Mysore Road,3,1360,3,Yes,0,47.6,18-Jun,2015
Super built up  Area,Brookefield,2,1089,2,Yes,1,49,Ready To Move,2017
Super built up  Area,Yelahanka,2,1115,2,Yes,2,60,Ready To Move,2017
Super built up  Area,Kudlu Gate,2,1215,2,Yes,1,45,Ready To Move,2017
Super built up  Area,Sarjapur  Road,2,1194,2,Yes,1,51,Ready To Move,2017
Super built up  Area,Kannamangala,3,1536,3,Yes,1,104,18-Dec,2015
Super built up  Area,Hennur,2,1255,2,Yes,2,55.5,Ready To Move,2017
Super built up  Area,Electronic City,3,1571,3,Yes,2,83,17-Oct,2015
Plot  Area,Virupakshapura,2,900,1,Yes,0,70,Ready To Move,2017
Super built up  Area,Keshava Nagar,2,1517,2,Yes,2,125,Ready To Move,2017
Super built up  Area,Budigere,1,664,1,Yes,1,35.4,Ready To Move,2017
Super built up  Area, Devarachikkanahalli,2,1230,2,Yes,1,58,Ready To Move,2017
Super built up  Area,Hegde Nagar,2,1340,2,Yes,2,72,Ready To Move,2017
Super built up  Area,Attibele,2,1175,2,Yes,1,29.38,Ready To Move,2017
Plot  Area,Benson Town,4,3569,4,Yes,1,600,Ready To Move,2018
Super built up  Area,Sarjapur,2,1240,2,Yes,2,43.1,Ready To Move,2017
Built up  Area,V.V Puram,3,151,2,Yes,0,150,Ready To Move,2017
Super built up  Area,Electronic City,3,1470,2,Yes,1,44.1,Ready To Move,2017
Super built up  Area,Kanakpura Road,1,525,,Yes,,29.25,21-Dec,
Super built up  Area,7th Phase JP Nagar,3,1680,3,Yes,2,117,Ready To Move,2015
Super built up  Area,Sri Sai Layout,2,1000,2,Yes,2,35,Ready To Move,2017
Super built up  Area,Gunjur,2,1071,2,Yes,1,51,Ready To Move,2017
Super built up  Area,Sector 2 HSR Layout,3,1512,3,Yes,,80,Ready To Move,2015
Built up  Area,Frazer Town,4,3435,2,Yes,1,341,Ready To Move,2017
Super built up  Area,Thanisandra main road,3,3144,3,Yes,1,455,19-Dec,2015
Built up  Area,Kalyan nagar,2,1190,2,Yes,1,60,Ready To Move,2017
Super built up  Area,Pattandur Agrahara,3,1550,2,Yes,3,80,Ready To Move,2017
Super built up  Area,Kanakpura Road,2,1283,2,Yes,2,63.22,21-May,2017
Built up  Area,Mallasandra,2,1325,2,Yes,2,73,Ready To Move,2017
Super built up  Area,Whitefield,2,1105,2,Yes,1,35.36,Ready To Move,2017
Super built up  Area,Banaswadi,3,1600,3,Yes,2,74.5,Ready To Move,2015
Plot  Area,Devara Jeevanahalli,4,400,2,Yes,2,35,Ready To Move,2017
Super built up  Area,Kanakpura Road,2,700900,,Yes,,41.145,18-Apr,
Super built up  Area,Hennur,2,1100,2,Yes,1,44.55,Ready To Move,2017
Super built up  Area,Talaghattapura,3,2099,3,Yes,3,147,21-Dec,2015
Super built up  Area,Yelachenahalli,3,1365,2,Yes,1,72,Ready To Move,2017
Super built up  Area,Hebbal Kempapura,2,1485,3,Yes,3,132,Ready To Move,2015
Super built up  Area,Hosur Road,2,1250,2,Yes,1,55,Ready To Move,2017
Super built up  Area,Chikkalasandra,3,1290,2,Yes,2,56.12,Ready To Move,2017
Super built up  Area,Bellandur,2,1170,2,Yes,1,46.79,Ready To Move,2017
Super built up  Area,Kanakpura Road,2,1328,2,Yes,3,91.06,19-Jul,2017
Super built up  Area,Hennur Road,2,1232,2,Yes,1,87,19-Mar,2017
Super built up  Area,1st Phase JP Nagar,2,1180,2,Yes,2,88.5,Ready To Move,2017
Super built up  Area,Electronic City,3,1350,3,Yes,2,66,Ready To Move,2015
Super built up  Area,Nagawara Junction,4,3602,4,Yes,,280,18-May,2018
Super built up  Area,Nagasandra,4,2400,4,Yes,1,145,Ready To Move,2018
Super built up  Area,Electronic City Phase II,2,1020,2,Yes,2,32,Ready To Move,2017
Super built up  Area,Begur Road,3,1410,2,Yes,3,49.34,Ready To Move,2017
Built up  Area,Vishwanatha Nagenahalli,3,2159,3,Yes,2,120,Ready To Move,2015
Plot  Area,Anekal,,1453,,Yes,,16.5,Immediate Possession,
Super built up  Area,TC Palaya,3,1200,2,Yes,0,66,18-Apr,2017
Super built up  Area,Hennur,2,1255,2,Yes,1,57.5,Ready To Move,2017
Super built up  Area,Whitefield,2,1074,2,Yes,1,42.79,18-Sep,2017
Plot  Area,Suragajakkanahalli,3,1200,3,Yes,2,72,18-Nov,2015
Super built up  Area,Sarjapur,3,1170,2,Yes,2,35.41,18-Apr,2017
Super built up  Area,Tumkur Road,1,861,1,Yes,0,31.315,21-Jun,2017
Super built up  Area,Bommanahalli,3,1660,2,Yes,,100,Ready To Move,2017
Plot  Area,Gattigere,5,900,6,Yes,1,95,Ready To Move,2019
Built up  Area,SK Garden,6,1850,3,Yes,0,175,Ready To Move,2015
Built up  Area,Gowdanapalya,1,510,1,Yes,0,34,Ready To Move,2017
Super built up  Area,Mahadevpura,3,1601,3,Yes,2,95,Ready To Move,2015
Super built up  Area,Begur Road,2,952,2,Yes,1,42,18-Mar,2017
Super built up  Area,PNS Layout,2,1166,2,Yes,3,65,Ready To Move,2017
Built up  Area,Venkatapura,3,2700,2,Yes,1,260,Ready To Move,2017
Built up  Area,Electronic City Phase II,4,1900,3,Yes,1,97,Ready To Move,2015
Plot  Area,Mathikere,3,1350,2,Yes,0,175,Ready To Move,2017
Super built up  Area,Haralur Road,3,1520,2,Yes,2,96,18-Aug,2017
Plot  Area,Harsha Layout,4,2100,6,Yes,3,100,Ready To Move,2019
Super built up  Area,Yelenahalli,2,1175,2,Yes,2,50,Ready To Move,2017
Super built up  Area,Bharathi Nagar,2,1432,2,Yes,2,68,Ready To Move,2017
Super built up  Area,Bommasandra Industrial Area,2,1005,2,Yes,1,39.77,18-Jun,2017
Super built up  Area,Rajiv Nagar,2,1309,2,Yes,1,80,Ready To Move,2017
Super built up  Area,Dairy Circle,3,2251,4,Yes,2,370,Ready To Move,2018
Super built up  Area,7th Phase JP Nagar,2,1050,2,Yes,1,77,Ready To Move,2017
Super built up  Area,Kanakpura Road,3,1100,3,Yes,2,53,21-Dec,2015
Plot  Area,Sanjay nagar,3,2400,3,Yes,3,310,Ready To Move,2015
Super built up  Area,Begur Road,3,1565,2,Yes,2,56.34,Ready To Move,2017
Built up  Area,1st Stage Indira Nagar,2,940,2,Yes,1,56,Ready To Move,2017
Super built up  Area,Yarandahalli,2,1015,2,Yes,1,40.1,18-Jun,2017
Plot  Area,BTM 2nd Stage,3,2400,2,Yes,0,360,Ready To Move,2017
Super built up  Area,Electronic City,3,1652,3,Yes,3,110,Ready To Move,2015
Super built up  Area,Whitefield,2,1100,2,Yes,2,52,Ready To Move,2017
Super built up  Area,Rajiv Nagar,4,2340,4,Yes,1,145,Ready To Move,2018
Super built up  Area,Koramangala,2,1084,2,Yes,1,179,21-Jul,2017
Plot  Area,Kammanahalli,2,1200,1,Yes,1,81,Ready To Move,2017
Super built up  Area,Kacharakanahalli,3,1400,3,Yes,3,69,Ready To Move,2015
Plot  Area,HBR Layout,4,2400,5,Yes,0,320,16-Mar,2019
Super built up  Area,Electronic City Phase II,2,1020,2,Yes,1,27.43,18-Jul,2017
Super built up  Area,Whitefield,2,1267,2,Yes,1,90.33,Ready To Move,2017
Super built up  Area,Bhoganhalli,4,2439,4,Yes,3,185,Ready To Move,2018
Built up  Area,Ashwath Nagar,3,1645,3,Yes,,95,Ready To Move,2015
Super built up  Area,Sahakara Nagar,3,1100,2,Yes,2,75,Ready To Move,2017
Built up  Area,Electronic City,3,1320,2,Yes,1,38.12,18-Dec,2017
Super built up  Area,Ananth Nagar,2,1000,2,Yes,1,29.7,18-Apr,2017
Built up  Area,Whitefield,4,5000,5,Yes,2,550,Ready To Move,2019
Built up  Area,KR Puram,6,2500,6,Yes,3,58,Ready To Move,2019
Plot  Area,Kengeri Satellite Town,2,2480,2,Yes,1,160,Ready To Move,2017
Built up  Area,Kalyan nagar,2,1086,2,Yes,2,44.5,Ready To Move,2017
Super built up  Area,Kengeri,1,416,1,Yes,1,18,18-Nov,2017
Built up  Area,Hennur Road,2,1066,2,Yes,1,52.23,Ready To Move,2017
Super built up  Area,OMBR Layout,3,1730,3,Yes,1,93,Ready To Move,2015
Super built up  Area,Balagere,2,1205,2,Yes,1,63.86,20-Jan,2017
Super built up  Area,Marathahalli,4,2500,5,Yes,2,175,Ready To Move,2019
Super built up  Area,Subramanyapura,2,960,2,Yes,1,55,Ready To Move,2017
Super built up  Area,Haralur Road,3,1510,3,Yes,2,83.05,18-Jul,2015
Built up  Area,Kanaka Nagar,4,1600,4,Yes,2,90,Ready To Move,2018
Built up  Area,Old Madras Road,3,2300,3,Yes,2,142,Ready To Move,2015
Built up  Area,Jakkasandra Extension,2,1000,2,Yes,1,63,Ready To Move,2017
Super built up  Area,Poorna Pragna Layout,2,1160,2,Yes,1,46.39,Ready To Move,2017
Super built up  Area,Hormavu,3,1553,2,Yes,2,58.23,19-Sep,2017
Super built up  Area,Frazer Town,4,3436,5,Yes,,345,Ready To Move,2019
Super built up  Area,Seegehalli,2,1134,2,Yes,2,45,18-Aug,2017
Plot  Area,Nagasandra,4,600,4,Yes,2,80,Ready To Move,2018
Plot  Area,Horamavu Agara,5,2400,3,Yes,3,80,Ready To Move,2015
Plot  Area,Whitefield,4,2400,4,Yes,1,143,18-Nov,2018
Super built up  Area,Nagashetty Halli,2,1350,2,Yes,2,65,Ready To Move,2017
Super built up  Area,Sarjapur,2,1032,2,Yes,1,42,Ready To Move,2017
Super built up  Area,Tigalarpalya,3,1998,3,Yes,2,117,Ready To Move,2015
Super built up  Area,Murugeshpalya,2,1225,2,Yes,2,48,18-Aug,2017
Super built up  Area,Sarjapur  Road,2,1262,2,Yes,2,67,Ready To Move,2017
Super built up  Area,Badavala Nagar,3,1842,3,Yes,2,115,20-Jan,2015
Super built up  Area,Thomas Town,2,1300,2,Yes,,60,Ready To Move,2017
Super built up  Area,Kothannur,2,1070,2,Yes,2,38.6,18-Jun,2017
Built up  Area,"Electronic city Phase 1, ",2,950,2,Yes,1,33,21-Dec,2017
Super built up  Area,Balagere,2,1012,2,Yes,1,53.58,18-Mar,2017
Built up  Area,TC Palaya,2,1000,2,Yes,0,70,Ready To Move,2017
Super built up  Area,Kadugodi,2,1394,2,Yes,2,56,Ready To Move,2017
Super built up  Area,Amruthahalli,3,1450,2,Yes,1,85,Ready To Move,2017
Super built up  Area, Banaswadi,1,527,1,Yes,0,35,Ready To Move,2017
Super built up  Area,Sarjapur  Road,3,1693,3,Yes,2,125,Ready To Move,2015
Super built up  Area,Thigalarapalya,4,3122,6,Yes,2,235,Ready To Move,2019
Super built up  Area,Horamavu Agara,2,1000,2,Yes,1,46,Ready To Move,2017
Built up  Area,Kogilu,2,952,2,Yes,2,49,Ready To Move,2017
Super built up  Area,Malleshwaram,3,2050,4,Yes,,270,Ready To Move,2018
Super built up  Area,Kengeri,1,1200,1,Yes,1,14,Ready To Move,2017
Super built up  Area,Mysore Road,3,1410,2,Yes,2,64,19-Apr,2017
Super built up  Area,Hebbal Kempapura,2,1400,2,Yes,2,108,Ready To Move,2017
Plot  Area,Chikka Tirupathi,4,3056,5,Yes,,100,Ready To Move,2019
Super built up  Area,Sarjapur  Road,3,1826,3,Yes,2,125,Ready To Move,2015
Super built up  Area,Hosur Road,3,1689,3,Yes,2,103,18-Jun,2015
Super built up  Area,Bisuvanahalli,3,1075,2,Yes,1,31,Ready To Move,2017
Super built up  Area,Bannerghatta Road,5,2500,4,Yes,,1400,Ready To Move,2018
Super built up  Area,Hennur,2,960,2,Yes,1,48,Ready To Move,2017
Built up  Area,Channasandra,2,808,2,Yes,1,40,Ready To Move,2017
Super built up  Area,Kodichikkanahalli,2,907,2,Yes,2,38.5,Ready To Move,2017
Super built up  Area,Uttarahalli,2,1300,2,Yes,2,55,Ready To Move,2017
Super built up  Area,Sector 1 HSR Layout,3,1804,3,Yes,2,150,Ready To Move,2015
Super built up  Area,Naidu Layout,3,1350,3,Yes,2,81,Ready To Move,2015
Super built up  Area,Whitefield,3,1836,3,Yes,2,125,Ready To Move,2015
Super built up  Area,Sugama Layout,2,826,2,Yes,2,36,Ready To Move,2017
Super built up  Area,Hormavu,2,1200,2,Yes,3,68,Ready To Move,2017
Super built up  Area,1st Block Koramangala,4,3000,3,Yes,3,300,18-Dec,2015
Plot  Area,Indira Nagar,4,2400,4,Yes,2,405,Ready To Move,2018
Super built up  Area,6th Phase JP Nagar,2,1460,2,Yes,,80,Ready To Move,2017
Plot  Area,Hoskote,4,1200,4,Yes,3,140,Ready To Move,2018
Super built up  Area,BTM 2nd Stage,2,965,2,Yes,2,56,Ready To Move,2017
Carpet  Area,Kothannur,4,2000,4,Yes,2,95,Ready To Move,2018
Super built up  Area,Bhoganhalli,3,1395,2,Yes,2,70,Ready To Move,2017
Super built up  Area,Sarjapur  Road,3,1660,3,Yes,2,116,Ready To Move,2015
Super built up  Area,Kada Agrahara,2,935,2,Yes,2,35,Ready To Move,2017
Super built up  Area,Hongasandra,2,1180,2,Yes,1,39,Ready To Move,2017
Built up  Area,Electronic City,2,1090,2,Yes,1,31.48,18-Dec,2017
Super built up  Area,Kanakpura Road,2,1204,2,Yes,1,82,19-Jan,2017
Super built up  Area,Thigalarapalya,3,2072,4,Yes,2,153,Ready To Move,2018
Built up  Area,Haralur Road,2,1056,2,Yes,1,65,Ready To Move,2017
Super built up  Area,Hebbal,2,985,2,Yes,2,62,18-Dec,2017
Super built up  Area,Banashankari Stage V,3,1315,2,Yes,2,49,Ready To Move,2017
Built up  Area,KR Puram,2,734,2,Yes,1,22,Ready To Move,2017
Built up  Area,Kammanahalli,4,2900,4,Yes,2,200,Ready To Move,2018
Super built up  Area,Yelahanka,3,2317,4,Yes,3,140,Ready To Move,2018
Built up  Area,Singasandra,1,600,1,Yes,0,45,Ready To Move,2017
Built up  Area,Vishwanatha Nagenahalli,4,2200,3,Yes,0,115,Ready To Move,2015
Super built up  Area,Attibele,2,656,2,Yes,1,25,Ready To Move,2017
Built up  Area,Attibele,1,400,1,Yes,1,11.5,Ready To Move,2017
Super built up  Area,Yeshwanthpur,1,666,1,Yes,1,36.8,Ready To Move,2017
Plot  Area,Kadubeesanahalli,4,3293,5,Yes,2,425,Ready To Move,2019
Super built up  Area,7th Phase JP Nagar,2,1174,2,Yes,1,47,Ready To Move,2017
Super built up  Area,Budigere,2,1153,2,Yes,2,56.7,Ready To Move,2017
Plot  Area,Jalahalli,4,1000,4,Yes,1,90,Ready To Move,2018
Built up  Area,Narayanapura,5,2400,5,Yes,2,85,Ready To Move,2019
Super built up  Area,Marathahalli,2,957,2,Yes,1,47,Ready To Move,2017
Built up  Area,Banashankari Stage III,2,910,2,Yes,2,160,Ready To Move,2017
Built up  Area,Sarjapur  Road,2,1060,2,Yes,1,50,17-Dec,2017
Super built up  Area,Banashankari,2,1000,2,Yes,1,50,18-Jul,2017
Super built up  Area,Kanakpura Road,3,1843,3,Yes,2,88,Ready To Move,2015
Super built up  Area,Kanakpura Road,3,1150,2,Yes,2,40.25,Ready To Move,2017
Super built up  Area,Chandapura,3,1230,2,Yes,2,31.37,18-Sep,2017
Super built up  Area,Kodihalli,4,3197,5,Yes,2,335,Ready To Move,2019
Super built up  Area,Kanakpura Road,3,1703,3,Yes,2,130,19-Jul,2015
Super built up  Area,Kaval Byrasandra,2,1125,2,Yes,1,41.5,Ready To Move,2017
Super built up  Area,Battarahalli,3,1516,3,Yes,3,65,Ready To Move,2015
Super built up  Area,Brookefield,2,1130,2,Yes,2,56,Ready To Move,2017
Super built up  Area,Iblur Village,4,3596,5,Yes,1,279,Ready To Move,2019
Super built up  Area,Hosa Road,3,1512,3,Yes,2,103,19-Jun,2015
Built up  Area,Thanisandra,3,1491,3,Yes,1,88,Ready To Move,2015
Super built up  Area,Cox Town,2,1250,2,Yes,2,95,Ready To Move,2017
Super built up  Area,Banashankari,3,1650,3,Yes,2,90.75,18-Aug,2015
Super built up  Area,Raja Rajeshwari Nagar,2,1140,2,Yes,1,48.7,Ready To Move,2017
Plot  Area,Behind Don Bosco Church,4,1200,4,Yes,1,110,Ready To Move,2018
Super built up  Area,Thanisandra,3,1881,3,Yes,,95,Ready To Move,2015
Super built up  Area,Kanakpura Road,3,1100,3,Yes,2,56.57,21-Dec,2015
Super built up  Area,Iblur Village,3,2666,4,Yes,1,200,Ready To Move,2018
Super built up  Area,Bagalur,2,1500,2,Yes,1,50,Ready To Move,2017
Super built up  Area,Seshadripuram,2,1217,2,Yes,1,164,18-Dec,2017
Built up  Area,Whitefield,2,1197,2,Yes,1,50,Ready To Move,2017
Built up  Area,BHEL Layout,6,2400,4,Yes,1,170,Ready To Move,2018
Built up  Area,Gollarapalya Hosahalli,3,1345,3,Yes,2,60,Ready To Move,2015
Plot  Area,KR Puram,4,1200,4,Yes,2,100,Ready To Move,2018
Super built up  Area,Bannerghatta Road,4,3230,5,Yes,0,165,Ready To Move,2019
Super built up  Area,Banashankari Stage II,3,1260,2,Yes,1,95,Ready To Move,2017
Built up  Area,Sarjapur  Road,4,2750,5,Yes,1,240,Ready To Move,2019
Plot  Area,9th Phase JP Nagar,2,1200,2,Yes,0,80,Ready To Move,2017
Built up  Area,Devara Jeevanahalli,3,1650,3,Yes,0,52,Ready To Move,2015
Super built up  Area,1st Block HBR Layout,1,600,1,Yes,0,45,Ready To Move,2017
Super built up  Area,Uttarahalli,2,1025,2,Yes,1,35.88,Ready To Move,2017
Super built up  Area,Sarjapur,4,1980,,Yes,,80.59,18-Dec,
Super built up  Area,Hennur Road,2,973,2,Yes,1,56,Ready To Move,2017
Super built up  Area,Thanisandra main road,4,4110,4,Yes,2,590,19-Dec,2018
Super built up  Area,Rajaji Nagar,3,2533,3,Yes,3,425,Ready To Move,2015
Super built up  Area,Balagere,2,1007,2,Yes,1,75,Ready To Move,2017
Super built up  Area,Hosa Road,1,6155,1,Yes,0,39.99,19-Mar,2017
Built up  Area,Sarjapur  Road,3,1830,3,Yes,1,119,18-Dec,2015
Super built up  Area,Nagavara,2,1077,2,Yes,1,50,Ready To Move,2017
Plot  Area,Immadihalli,1,672,1,Yes,1,27,Ready To Move,2017
Plot  Area,Shanthi Layout,3,1280,3,Yes,0,87,Ready To Move,2015
Built up  Area,Electronics City Phase 1,2,865,2,Yes,0,40,Ready To Move,2017
Super built up  Area,Kalena Agrahara,2,1000,2,Yes,2,33,Ready To Move,2017
Super built up  Area,CV Raman Nagar,2,1285,2,Yes,2,65,Ready To Move,2017
Super built up  Area,Thanisandra,1,662,1,Yes,1,29,Ready To Move,2017
Plot  Area,Whitefield,5,2297,5,Yes,2,269,Ready To Move,2019
Plot  Area,Sarjapura   Attibele Road,5,3750,6,Yes,3,295,Ready To Move,2019
Super built up  Area,Kalkere,3,1850,3,Yes,3,95,Ready To Move,2015
Super built up  Area,Harlur,3,1754,3,Yes,2,132,Ready To Move,2015
Plot  Area,Hennur Bande,5,1200,4,Yes,2,150,Ready To Move,2018
Plot  Area,1st Phase JP Nagar,5,2200,7,Yes,2,350,Ready To Move,2020
